name,email
"上海明工重型设备有限公司.","shanghaimgll@163.com"
"上海埃克森阀门有限公司","aksvalves@126.com"
"上海市伊藤实业有限责任公司","superwoman320@126.com"
"上海尼俊设备有限公司","shwcfm@126.com"
"上海亚津电子衡器有限公司","yj_denghui@163.com"
"上海正法机电制造有限公司台州分公司","sale@zfwelding.com"
"上海龙亚化工泵厂","1628995033@qq.com"
"上海应达风机有限公司","yingda@yingdafj.com"
"上海春姜变频泵业有限公司","cjbpgs@163.com"
"上海镍晟合金材料有限公司","alloysh@163.com"
"上海立升净水设备有限公司","zhaozicheng1984@163.com"
"上海荣攀照明设备有限公司总部","1353958684@qq.com"
"上海春姜稳流供水设备有限公司","cjwlgs11@163.com"
"上海春姜稳流供水设备公司","cjwlgs33@163.com"
"上海春姜稳流供水设备制造公司","cjwlgs1@163.com"
"上海坤富贸易发展有限公司","kuenfu@vip.163.com"
"上海勤酬实业有限公司","chenhuan@yajinsh.com"
"上海格林福德国际货物运输代理有限公司","cjcfashion@163.com"
"上海春姜智能给水设备有限公司","cjzngs11@163.com"
"上海春姜智能给水设备制造有限公司","cjzngs33@163.com"
"上海春姜智能给水设备公司","zngs11@163.com"
"上海阀门制造厂|上海阀门供应","famenhf@126.com"
"上海伊誊实业有限责任公司","366620240@qq.com"
"上海茂臻通风设备有限公司","shmaozhen@126.com"
"上海意海耐腐泵制造有限公司","pumpspumps@163.com"
"上海蓝鹰印务有限公司","wujingxizi@163.com"
"上海远旷康体设备工程有限公司","shyuankuang@126.com"
"上海瀛新古园有限公司","754138204@qq.com"
"上海龙亚氟塑料泵厂","fusuliaobeng@163.com"
"上海香川电子衡器有限公司","942603594@qq.com"
"上海纳顿化工科技有限公司","nadunmail@sina.cn"
"上海中吉机械制造有限公司","mary@foameps.com"
"上海山源食品有限公司","candyllm@163.com"
"上海英雕蜡像艺术品有限公司","ydlx68@163.com"
"上海伊誊动力实业有限责任公司","yaolly@yeah.net"
"沈阳林频实验设备有限公司","linpin@sylinpin.com"
"上海春姜稳流供水设备厂","cjwlgs22@163.com"
"上海鄂尔特特包装技术有限公司","zhangyifei@eltete.com.cn"
"上海科尔阀门有限公司","valve518@126.com"
"上海歆隆阀门有限公司","shxinlfm@163.com"
"上海春姜智能给水设备厂","cjzngs22@163.com"
"上海飞鲸电池有限公司","franklh@online.sh.cn"
"上海易初电线电缆有限公司","wangbo8758@163.com"
"上海商明化工有限公司----硫磺 二乙二醇 二甲苯 双氧水 甲醇","ndxsm@126.com"
"上海英卓服饰有限公司","eagfe@hotmail.com"
"上海强备实业有限公司","qb@qiang-bei.com"
"上海青上过滤设备有限公司","shqsgl@126.com"
"上海松尔凌实业有限公司","sel-sh@163.com"
"上海市杰雅传动机械有限公司","shskfjy@163.com"
"上海市杰雅传动机械有限公司","wangzh1970@yahoo.com"
"上海施威克阀门有限公司","swkfamen@126.com"
"福州福大自动化科技有限公司上海分公司","zhuwei826@163.com"
"上海金雀广告设计有限公司","lily159@21cn.com"
"上海春姜变频水泵制造有限公司","1135636822@qq.com"
"上海童飞电子科技有限公司","malina@shtongfei.com"
"上海悍莎实业有限公司-变频发电机","zhu2088iang@163.com"
"上海龙亚工业水泵厂","wushui8@163.com"
"信宜华辉数控机床有限公司上海分公司","lhy4321@sina.com"
"上海东光阀门有限公司","as882889@126.com"
"上海伊誊实业有限责任公司","562257913@qq.com"
"上海伊誊实业有限责任公司","yitengff@yeah.net"
"上海奇高阀门制造有限公司","3269948465@qq.com"
"上海飞芯电子科技有限公司","shboe@163.com"
"上海埃克森阀门厂有限公司","vipfamen@126.com"
"上海卓越阀门有限公司","53044559@qq.com"
"上海亚飞餐饮管有限公司","yafeicanyin@163.com"
"上海威斯康电容器有限公司","hengyi-cn@vip.163.com"
"上海春姜变频水泵制造有限公司","cjgs21@163.com"
"上海衡屹泵业科技有限公司","hengshenghd04@163.com"
"上海春姜实业嘉定黄渡分厂","cjgssb1999@163.com"
"上海兴岛劳务派遣有限公司","1071500657@qq.com"
"上海北岗实业有限公司","zjbegun@126.com"
"上海昕合木包装有限公司","shxhmbz@163.com"
"上海春姜供水设备制造有限公司","cjgs1111@163.com"
"上海春姜无塔供水设备有限公司","cjgs2222@163.com"
"上海技嘉手板模型制造有限公司","pingzi-58@163.com"
"上海特正包装材料有限公司","elieen@shtezheng.com"
"伊藤实业有限责任公司","zhen13472772265@163.com"
"上海江莱泵阀有限公司","840999699@qq.com"
"上海翰优阀门有限公司","hanyoufm@126.com"
"上海易优阀业有限公司","f007266@163.com"
"上海德克斯阀门有限公司","fm40531@126.com"
"上海景力厨房设备科技有限公司","shjl123@gmail.com"
"上海造瑞电子科技有限公司造瑞电子科技有限公司销售部","2227272528@qq.com"
"上海汇百捷化工有限公司","kane10@sohu.com"
"上海汇百捷化工有限公司","kane10@sohu.com"
"上海商悦信息科技发展有限公司","sunray2000@foxmail.com"
"龙晟阀门-上海龙晟阀门有限公司","894250771@qq.com"
"上海秀地建筑装饰工程有限公司","sales@shxiudi.com"
"上海泰邦阀门有限公司","tbvalve@163.com"
"元旭包装（上海）有限公司","yuanxupack@sina.com"
"宁波凯伦环保有限公司(OEM部)","847760703@qq.com"
"上海东光高压阀门厂","as882889@126.com"
"深圳尚德光电有限公司","stkledchen@163.com"
"中国上海黄金沙艺术雕塑制作中心","web26888@126.com"
"上海嘉定长虹锻造厂","59968318@163.com"
"上海春姜水暖供水装置有限公司","sngszz1@163.com"
"上海炫多餐饮管理有限公司","miaozi870616@163.com"
"上海元展包装器材有限公司","yuanzhanpack@yahoo.cn"
"上海瑟维思泵阀制造有限公司--姚瑞","yaoruisvs@126.com"
"上海祝富阀门有限公司","shzffmc@126.com"
"上海奉贤印刷久旺印刷厂","jiuwang16@163.com"
"上海陆凯金属制品有限公司","lukai88@yahoo.com.cn"
"上海春姜无负压给水设备有限公司","wtgssb21@163.com"
"上海勤硕冷暖设备有限公司","qinshuo0308@yahoo.com.cn"
"上海伊誊实业有限责任公司","765601273@qq.com"
"上海伊誊实业有限责任公司","821444155@qq.com"
"上海伊藤实业发展有限公司","bjplanech010@163.com"
"上海愈翼电气科技有限公司","chwzh.99520@163.com"
"上海雅辉展览有限公司","1519920954"
"上海韵俐信息科技有限公司","shirley_cccf@163.com"
"上海洁能环境技术工程有限公司","jienenghj@163.com"
"上海琪特工艺品有限公司","dnhk123@yahoo.cn"
"上海琪特工艺品有限公司","dnhk123@yahoo.cn"
"上海龙亚隔膜泵厂","2289099015@qq.com"
"上海日旋电磁阀有限公司","shdcfam@163.com"
"上海龙亚泵业制造有限公司","shlypv@163.com"
"上海龙亚泵业制造有限公司","shlypv@163.com"
"上海法诗图酒业发展有限公司","1478331060@qq.com"
"上海严诚实业(集团)有限公司","ycdavidma@hotmail.com"
"上海绿的科技有限公司","greende201106@126.com"
"上海凯睿特包装制品有限公司","create-pack@126.com"
"梁发记机械有限公司华东分公司","lhy4321@sina.com"
"上海优汉实业发展有限公司","pang.yiting@uhan.cn"
"上海康任医疗器材有限公司","xie812002@vip.sina.com"
"上海康任医疗器材有限公司","paopao05001@163.com"
"上海长荣阀门制造有限公司","shchangrongpump@163.com"
"雅之硕上海办事处","chendonghuash@163.com"
"上海科格思过滤材料有限公司","dwn231026@163.com"
"上海科格斯过滤材料有限公司","kgs147@126.com"
"上海春姜无负压给水设备厂","wfyjs11@163.com"
"上海杰雅传动机械有限公司","shskfjy@613.com"
"上海川辰塑胶有限公司","ccsujiao@163.com"
"上海贵烁液压设备有限公司销售部","guishuo888@163.com"
"上海彩雨彩钢板钢结构有限公司","gengxiaojun77@126.com"
"上海智觉光电科技有限公司","yxx@s110.cn"
"上海春姜变频供水设备厂","cjgs1999@163.com"
"上海正村橡塑工业有限公司","xhq@zhengcun.com.cn"
"上海良大阀门制造有限公司","a15566@126.com"
"上海太柯阀门有限公司","tkfmyxgs@163.com"
"新升能源有限公司","mxn0806@163.com"
"上海润毅贸易有限公司","sales@cnlubes.com"
"上海市永辉焊材焊条有限公司","zt444444444@163.com"
"上海博米实业有限公司","705788716@qq.com"
"上海博米实业有限公司","705788716@qq.com"
"上海一泰阀门有限公司","shytfamen@163.com"
"上海春慧实业有限公司","1977228956@qq.com"
"上海梁玉玺清洁产品有限公司","adsl565758@163.com"
"上海群昌电机有限公司","qunchangdianji@163.com"
"上海津耀阀门有限公司","2268589112@qq.com"
"上海互远包装厂","wyji218@hotmail.com"
"上海管盈减震器材有限公司","cx@hnchuangxing.com"
"上海兆工高温阀门厂","valve123@126.com"
"上海柏勒夫自控科技有限公司","2650908025@qq.com"
"上海武轩服饰有限公司","efu01@hotmail.com"
"上海易优阀门有限公司","007easy@163.com"
"上海龙亚耐腐蚀泵有限公司","2524436811@qq.com"
"上海龙亚耐腐蚀泵有限公司","shjs114@yahoo.com.cn"
"上海春姜变频泵浦有限公司","bpgscj22@163.com"
"上海超威纳米科技有限公司","sales@cwnano.com"
"上海世音光电仪器有限公司","1724049058@qq.com"
"金致软件技术（上海）有限公司","72erp@kstsoft.com"
"上海宁光贸易中心利用回收公司","657301876@qq.com"
"上海扬浩实业有限公司","jiajia@7752520.com"
"上海朗仕恩西服有限公司","langshien@sh-langshien.com"
"上海伊誊实业有限责任公司","pst9004@126.com"
"上海奇方环保设备有限公司","qifangfhx@163.com"
"仁升机械（集团）股份有限公司","C611000@163.COM"
"上海耀亮自动化科技有限公司","2641859653@qq.com"
"上海耀亮自动化科技有限公司","2893679286@qq.com"
"上海耀亮自动化科技有限公司","shylzdh@126.com"
"上海复济生物科技有限公司","die.qian@163.com"
"上海格竞电子机械有限公司","ziqing333_yunyan@yahoo.com.cn"
"上海博储机械工业有限公司","bolchjixie@126.com"
"上海洁乐机电设备有限公司","jielexm@126.com"
"上海剑平动平衡机制造有限公司","jpzhou_love@126.com"
"上海景典雕塑艺术有限公司","diaosu360@163.com"
"上海哲欣仪器有限公司","zhexinyiqi@sina.com"
"上海勇超金属材料有限公司","ycjszpyxgs@163.com"
"福州福大自动化科技有限公司上海办","fd09574@sina.com"
"上海中谊礼品有限公司","1173970446@qq.com"
"上海达升机械有限公司","dssoon@163.com"
"上海达升机械有限公司","hanxuan0912@163.com"
"上海环乔阀门厂","hqvalves@163.com"
"上海艺蔓印务","xiafu0628@163.com"
"上海液压传动设备有限公司","jinying163@126.com"
"上海伊藤机电实业有限责任公司","1326586625@qq.com"
"上海伊藤机电实业有限责任公司","1326586625@qq.com"
"臻礼公社","100171579@qq.com"
"福建多玛自动门（上海）至泰有限公司","2209397001@qq.com"
"上海伊誊实业有限公司","1055320908@qq.com"
"上海美昌业有限公司","YANG15000515637@163.com"
"上海寅起检测仪器有限公司","sh_yinqi@163.com"
"上海嵩峰机电设备有限公司","sonfeng2008@163.com"
"上海长润家电有限公司","cy200715028@sina.com"
"上海亿华达实验仪器有限公司","lxjle@126.com"
"上海东聚金属检测设备有限公司","16549766@qq.com"
"上海宽惠机电设备有限公司","shkhjd@163.com"
"上海海茵帕克特广告有限公司【悬标展架】","xuanbiaosh@126.com"
"上海樱花热水器维修","wu1025@126.com"
"上海尼俊阀门设备有限公司","shnj007@126.com"
"上海龙亚水环真空泵厂","vacuumpump1@163.com"
"上海龙亚计量泵制造有限公司","jlb22222@163.com"
"上海伊誊动力有限责任公司","tanwenbin11sina@163.com"
"上海伊藤股份有限公司","810974128@qq.com"
"上海康阀阀门厂有限公司","kfvalve8@163.com"
"上海喜润建材贸易有限公司","xirun@126.com"
"上海彩胜彩钢钢结构工程有限公司","cscg88@126.com"
"鸿康电器","howcore@163.com"
"上海点金建筑装饰工程有限公司","348686266@qq.com"
"进口阀门|上海凡而阀门厂","fevalves@163.com"
"上海伊藤实业有限责任公司SHYTDL","dognyuanlan@163.com"
"上海盛兴标语销售有限公司","520mingpai@163.com"
"上海黄鑫传动机械有限公司","xuwenbinfyl@qq.com"
"上海维得隆实业发展有限公司","thesunfjh@yahoo.com.cn"
"上海向导包装制品有限公司","sh_xiangdao@126.com"
"上海杰可实业发展有限公司","jieke00@163.com"
"上海通达家电综合维修公司","liye851008@163.com"
"上海市保弘机械有限公司","shbhjx@163.com"
"上海官方家电维修服务商","qaz5018@126.com"
"上海优迪莱劳务派遣有限公司","getao@youdilai.com"
"上海久光弹簧有限公司","shjiuguang@163.com"
"上海柏大自动化控制有限公司","bdzdh888@163.com"
"上海奇丰环保设备有限公司","qifenghuanbao2009@163.com"
"上海逸聪电子科技有限公司","sunjinfengok2008@126.com"
"上海嘉岳木制品有限公司","84750087@qq.com"
"上海龙亚水泵有限公司","lypump66@163.com"
"上海冲凌信息科技有限公司","gabye_zy@hotmail.com"
"上海光剑自动化设备有限公司","gjzdhsb@126.com"
"上海上海昱阳工具柜销售公司","mp15900528463@sina.com"
"上海广亿化工物资有限公司","111@163.com"
"上海强陆电子科技有限公司","qiangludianzi@163.com"
"上海代益阀门有限公司","718shanghai@163.com"
"上海谷邦（真空脉冲离子氮化）模具配件厂","gubangj@gu-bang.com"
"上海兆工阀门有限公司","fhvalver@126.com"
"上海渐丰化工制品有限公司","service@jeanf.com.cn"
"上海威客传动元件有限公司","haoxiaoqing@shvke.cn"
"上海伊架利精密机械制造有限公司","yjl@shyjl.cn"
"上海冈春金属制品有限公司","zhaoxiaolanlan@21cn.com"
"上海玫瑰之约花木园艺工程有限公司","rosefullhouse1997@163.com"
"上海连银塑料制品有限公司","stevenshlysl@shlyptfe.cn"
"上海市台铭气动液压机械有限公司","yyjzhang@yahoo.cn"
"上海洪禧装饰制品有限公司","1336731845"
"展新迪斯艾机械（上海）有限公司","info@dsichina.cn"
"上海永亮纺织品公司","shicuixian-7@163.com"
"上海贝托电子设备有限公司","BEST@beituo.net"
"上海新邦物流有限公司","gjl2006190110@163.com"
"上海恒星泵阀有限公司","dayingchuan@163.com"
"上海恒星泵阀有限公司","jssmt@163.com"
"上海亚泰特钢有限公司","lifuzhi88@sina.com"
"上海朝展金属材料有限公司","sus631@hotmail.com"
"上海金光花园物业公司","bishifu2008@163.com"
"


","bishifu2008@163.com"
"上海兴隆专业维修水制冷设备有限公司","chen64077959@163.com"
"地生实业","disen_wallzlm@163.com"
"上海柏世展泰礼品有限公司","lucy0007@lpw.cn"
"上海科煤机电有限公司","redmeggg@163.com"
"江苏多玛自动门（上海）至泰有限公司","dorma2002@163.com"
"远东二手物资回收贸易有限公司","baisewuya9@sohu.com"
"上海恒钢仪器仪表有限公司","anitagu1991@yahoo.cn"
"上海晋新精密刀具厂","jinxindaoju＠163.com"
"上海闽兴包装材料有限公司","shminxing@alibaba.com.cn"
"上海艺扬自动化设备有限公司","1191060536@qq.com"
"上海盛兴设计公司","shiangshiang2005@163.com"
"上海倍天丽电子技术有限公司","tienly@126.com"
"上海昱音机械有限公司","cdseo2011@163.com"
"上海施耐德电气有限公司","zgshinaide@163.com"
"上海上荣超音波设备有限公司销售部","shang--rong@163.com"
"江苏正昌集团有限公司","webmaster@zhengchang.com"
"上海获友交通安全设施有限公司","youang1977@hotmail.com"
"上海春姜定压补水装置有限公司","cjdybs11@163.com"
"北京东方润泽生态科技股份有限公司上海分公司","1170095696@qq.com"
"北京东方润泽生态科技股份有限公司上海分公司","398862226@.com"
"上海球栅测量系统有限公司","bestte@163.com"
"


","bestte@163.com"
"上海必加机械有限公司","bijiajixie@163.com"
"上海必加机械有限公司","shjs114@yahoo.com.cn"
"上海摆线减速机厂销售一部","sljsj001@163.com"
"上海挽鞑实业发展有限公司","348087496@qq.com"
"上海辉碟车镜制造有限公司","shautomirror@yahoo.com.cn"
"上海科格思过滤材料有限公司","shanghaikgs123456@163.com"
"上海茂方塑料有限公司","shmfsl@unsbiz.com"
"上海冠头电子电器有限公司","guantou9168＠126.com"
"上海汇信建筑装潢有限公司","shmhj@163.com"
"朗逸光电科技（上海）有眼公司","aizhai2000@sina.com"
"上海张恒实业有限责任公司","vievieen@163.com"
"路可可作磨具有限公司","tarry6007@126.com"
"上海智川工贸有限公司","schneeberger07@163.com"
"上海集美食品机械有限公司","236740447@qq.com"
"上海馥复贸易有限公司","shffwall@126.com"
"上海楷锐音响设备有限公司","karyfax@163.com"
"上海楷锐音响有限公司","kary089@126.com"
"上海鸣赫实业有限公司","2501303764@qq.com"
"上海顺盟电子科技有限公司","shsm07@163.com"
"上海顺盟电子科技有限公司","hanxuan0912@163.com"
"赛为制冷","saiweixiu@sina.com  413340860@qq.com"
"上海摆线减速机厂","shbxjsj@163.com"
"上海肽仕生物科技有限公司","pww1003@126.com"
"上海广源物资回收公司","314173535@pp.com"
"上海春姜变频供水泵有限公司","1806809633@qq.com"
"上海台铭气动液压机械有限公司","tm03@sh-taiming.com"
"上海顶邦实业有限公司","dingbangsy@163.com"
"上海环升净化设备有限公司","460588418@qq.com"
"上海奇恒焊锡材料有限公司","billkeny@163.com"
"上海纳洁环境工程有限公司","baobao198522@163.com"
"LED君玲光电科技有限公司","1150171601@qq.com"
"上海剑阀阀门有限公司","famen2011@126.com"
"上海彩讯电子科技有限公司","xl_triolion@hotmail.com"
"上海派奇奥工贸有限公司","shpqao@163.com"
"上海韵阳制卡公司","502903568@qq.com"
"上海追卓服饰有限公司","jhui86@hotmail.com"
"上海谢氏涂装工程有限公司","xjh5459@163.com"
"上海叁叁工程技术服务有限公司","zss@tsansan.com"
"上海济圣阀门有限公司","jsfm86@163.com"
"上海欧泰阀门制造有限公司","outaifm@163.com"
"上海奔流医疗器械科技有限公司","xinyu20080606@sina.com"
"上海申通管道工程服务有限公司","shanghaishutong@163.com"
"上海湖泉电动阀门有限公司","282298632@qq.com"
"上海湖泉电动阀门制造有限公司","243149802@qq.com"
"上海春姜变频水泵厂","cjjs2000@163.com"
"上海市春元阀门有限公司","chunyuankeer@163.com"
"上海市春元阀门有限公司","as920110@163.com"
"上海松典机电有限公司","liao19851128@163.com"
"上海五由实业有限公司","470788826@qq.com"
"上海星配包装机械有限公司","xingpeipack@qq.com"
"上海中济医药科技有限公司","zhongjiyiyao@163.com"
"上海泽滔实业有限公司","shzetao@163.com"
"上海蓝硕数码科技有限公司","hcx910@126.com"
"上海嘉乐综合维修公司","fengbaochun@hotmail.com"
"上海纵泰机械刀片有限公司","2547612609@qq.com"
"上海增裕商贸有限公司","dancingalone@21cn.com"
"上海精泽阀门有限公司","cnjzfm"
"上海利民管道疏通服务公司","bishifu2008@163.com"
"上海盈彩数码印花有限公司","81506891@qq.com"
"上海市锐达实业有限公司","guijinlin@126.com"
"上海春姜无塔供水泵有限公司","1806809633@qq.com"
"上海通驰模具钢材有限公司","tongchi5518@163.com"
"上海闭生机械科技发展有限公司","2452390009@qq.com"
"上海臻毅流体控制设备有限公司","zhenyi_2009@126.com"
"上海肯多拉蜡业有限公司","kenduola@tom.com"
"上海九门阀门有限公司","valve@163.com"
"上海九门阀门有限公司","f9valve@163.com"
"上海泉瑞水处理设备有限公司","920471102@qq.com"
"


","920471102@qq.com"
"上海宝冶金属材料贸易有限公司","1016537557@qq.com"
"奥德机械(上海)有限公司","shanghaiaode@126.com"
"上海恒蕊机电设备有限公司","hengruiyan@126.com"
"上海恒蕊机电设备有限公司","hengrui222@126.com"
"上海银塑实业有限公司","shyinsu@163.com"
"上海春姜静音供水设备有限公司","cjjygs1@163.com"
"上海春姜变频给水设备厂","cjgs1888@163.com"
"上海乾享机械设备有限公司","shqianxiang@126.com"
"上海乾享机械设备有限公司","sales@sh-qianxiang.com"
"上海瞬钰实业有限公司","ajm999@126.com"
"上海荔锋金属制品有限公司","lfmjgc01@163.com"
"上海易尼实业有限公司","eelcc@qq.com"
"上海红阀阀门有限公司","redvalves@163.com"
"上海高威科电气技术有限公司","gowell001@163.com"
"上海科格思过滤材料有限公司","shenruibing2002@yahoo.cn"
"上海宝卓贸易发展有限公司","bz-steel@hotmail.com"
"上海玛希帕贸易有限公司","shmxp_sales@163.com"
"上海远森阀门有限公司","1046588453@QQ.COM"
"上海美速快递有限公司","tr424729090@hotmail.com"
"上海帮家乐安装维修综合服务公司","zhouqis@163.com"
"上海拉柯机电设备工程有限公司","86431371@qq.com"
"上海威博网络技术有限公司","2483383060@qq.com"
"


","2483383060@qq.com"
"


","2483383060@qq.com"
"上海苏尔帝投资管理有限公司","info@suerte-int.com"
"上海亚丹设备安装工程有限公司","shbgjd767@126.com"
"上海力 欧环保科技有限公司","1049600447@qq.com"
"上海泽清化工有限公司","shzeqinghg@163.com"
"上海高疼门业发展有限公司","shgaoteng@yahoo.com.cn"
"上海伊誊实业 有限责任公司","315779834@qq.com"
"上海伊誊实业责任有限公司","276103177@163.com"
"上海伊藤实业有限公司","1732840285@qq.com"
"上海秀博展览有限公司","lili2011expo@163.com"
"上海市嘉徽实业有限公司","infroum@163.com"
"上海荣乐电器维修服务公司","zhang1985547@126.com"
"上海志程机械设备有限公司","shzcjx16888@yahoo.com"
"上海祁泉泵业有限公司","qiquanbeng@163.com"
"瑞力生塑胶材料（上海0有限公司","842166060@qq、com"
"上海灵远自动化科技有限公司","1471613810@qq.com"
"上海特宝钢铁股份有限公司","xiaoshanrenghao@126.com"
"上海同爱环境工程有限公司","townair@126.com"
"上海吉祥智能卡有限公司","shjxzk@126,com"
"上海伊梦黄粉虫养殖技术有限公司","mt20088@126.com"
"上海新城家电维修","zsmhhh@yahoo.com.cn"
"上海兆工仪表阀门厂","valve321@126.com"
"上海泛强贸易有限公司","fanqiang@spraywaychina.com"
"上海送水网奉贤站","hwtzs@163.com"
"上海炫多","2385798249@qq.com"
"信诚人寿保险上海公司","fanyi001@hotmail.com"
"上海鹏为彩钢板有限公司","shpengwei@126.com"
"上海玲福光电科技有限公司","shlingfu@126.com"
"


","shlingfu@126.com"
"上海梓豪研磨科技有限公司","shdjzg@126.com"
"上海经瑞有限公司","1733813677"
"上海经瑞流体控制有限公司","1733813677@qq.com"
"上海欧雅壁纸有限公司","ouyasale@163.com"
"上海百信保洁服务有限公司","shanghaihuanbao168@126.com"
"上海百信保洁服务有限公司","shanghaihuanbao168@126.com"
"上海利民管道疏通服务公司","liminggd@sina.com"
"上海盛跃信息技术有限公司","lm_laststraw@163.com"
"上海杰萃营销策划公司","zhuyun078@sina.com"
"


","zhuyun078@sina.com"
"


","zhuyun078@sina.com"
"


","zhuyun078@sina.com"
"上海朝光阀门有限公司","hym303@126.com"
"上海大川投资咨询有限公司","qpdc05@yahoo.com.cn"
"上海永金企业管理","webmaster@tuicao.com"
"上海望诚实业有限公司","shqp114@126.com"
"上海元瑞塑胶有限公司","shyrpc1@163.com"
"上海安钧电子科技有限公司（广东办事处）","anjunzxy@126.com"
"上海沪通管道疏通有限公司","zhoudongying888@163.com"
"上海瑞赛公司","www.549077300@qq.com"
"上海净羽保洁有限公司","505147804@qq.com"
"上海恒刚衡器有限公司","yl19911109@sina.cn"
"上海九龙阀门制造有限公司","shjlvalve@163.com"
"上海经瑞阀门厂","wang@jeray.cn"
"上海欧脉电子科技发展有限公司","403594402@qq.com"
"


","403594402@qq.com"
"上海美豪包装用品有限公司","kanghua_mhsy@126.com"
"上海合护安全用品有限公司","sales@hhsafety.com"
"上海懿凌环境科技有限公司","1005127207@qq.com"
"上海拓曼建材有限公司","sale1@tuoman.com"
"上海龙亚计量泵厂","lypump99@163.com"
"上海强生物流有限公司","qiangshengwuliu@126.com"
"上海秋腾贸易有限公司","qiuteng2003@163.com"
"利菲尔特（上海）滤器有限公司","wumengwei0@yahoo.cn"
"上海鑫程管件有限公司","xincheng_1010@163.com"
"上海沧工机械有限公司","shpingtai@163.com"
"上海浩轩装饰艺术有限公司","1908264290@qq.com"
"上海卯金刀电子材料有限公司","kikp_989@sina.com"
"中国美菱印刷事务有限公司","1315966902@qq,com"
"上海伊藤实业有限责任公司","yitengdongli@163.com"
"上海译轩工业自动化设备有限公司","252100688@qq.com"
"沁园水处理股份有限公司","zhg_qinyuan@hotmail.com"
"上海金倍投资咨询有限公司","sdgongyan@163.com"
"上海申焕制冷设备工程有限公司","sh52662919@126.com"
"上海办公室装修设计事务所","shshengxi@yahoo.cn"
"上海伊誊实业有限公司","chenhufang@126.com"
"上海奥巴化工有限公司","acpafloc@163.com"
"上海奥巴化工有限公司","acpafloc@163.com"
"启东春鼎机械有限公司","trundean@163.com"
"启东春鼎机械有限公司","trundean@163.com"
"上海市台铭气动液压机械有限公司","tm02@sh-taiming.com"
"上海大华测控设备厂（销售部）","262869925@qq.com"
"中国.上海菡尔佳泵阀有限公司","sales@hanlka.com"
"上海恒刚仪电子秤有限公司","henggangqiye@163.com"
"上海占瑞模具设备有限公司","market@anry.com.cn"
"上海鸿懋行贸易有限公司","sales@lubes.cn"
"上海欧源国际快递","ouyuan003@163.com"
