name,email
"上海黎明家电维修服务公司","xiu4006@163.com"
"上海格非化妆品有限公司","orgefy@163.com"
"上海兆茗电子科技有限公司","info@zm-tech.com"
"


","info@zm-tech.com"
"


","info@zm-tech.com"
"


","info@zm-tech.com"
"


","info@zm-tech.com"
"


","info@zm-tech.com"
"上海语诺礼品有限公司","ycdazhaxie@163.com"
"上海语诺礼品有限公司","ycdazhaxie@163.com"
"上海语诺礼品有限公司","ycdazhaxie@163.com"
"


","ycdazhaxie@163.com"
"


","ycdazhaxie@163.com"
"


","ycdazhaxie@163.com"
"上海顾磊工业制刷有限公司","lsf0326@163.com"
"上海顾磊工业制刷有限公司","lsf0326@163.com"
"


","lsf0326@163.com"
"上海金刚钢材制造有限公司","369858460@qq.com"
"上海齐康蓄电池设备有限公司","qikanglzr@126.com"
"


","qikanglzr@126.com"
"上海九昌综合维修服务有限公司","zhang65158623@126.com"
"


","zhang65158623@126.com"
"上海百事通信息技术有限公司","wdy233r@jdw2.com"
"上海春兰空调维修中心021-65128062","haocheng6512@126.com"
"


","haocheng6512@126.com"
"


","haocheng6512@126.com"
"上海鼎雕阀门有限公司--电磁阀，调节阀专业制造厂家","dintor@163.com"
"上海亿凡阀门制造有限公司","onlyme920@yahoo.com.cn"
"上海阳光泵业制造有限公司","sales@yg-pump.com"
"上海立诺防腐阀门制造有限公司","linuolai@linuov.com.cn"
"上海瓦诺阀门有限公司","wanuo@163.com"
"上海纳齐叉车配件有限公司","13916176705@163.com"
"爱可登美体内衣","akd_xiaoxiao@136.com"
"上海大鹏物资回收公司","yangdapeng@msn.com"
"中国联合网络通信有限公司上海市浦东新区分公司","sh-anzh@chinaunicom.cn"
"上海向阳物资回收有限公司","shxywz@126.com"
"


","shxywz@126.com"
"


","shxywz@126.com"
"


","shxywz@126.com"
"


","shxywz@126.com"
"


","shxywz@126.com"
"上海大来隔断科技有限公司","baorenyi8@163.com"
"上海嘉龙化工原料有限公司","jlhg188@163.com"
"


","jlhg188@163.com"
"上海申城综合服务有限公司","hugang1111@163.com"
"上海美爱精密机械有限公司","li_83yandong@163.com"
"


","li_83yandong@163.com"
"上海信跃化学品有限公司","fudana@sina.com"
"出售本田雅马哈摩托车本田CBR250订购热线053188342363","598870518@qq.com"
"上海便民保洁清洗公司","he15021600168@sina.com"
"上海科利瑞克机器有限公司","clirik@163.com"
"上海声筑环保科技工程有限公司","1164302629@qq.com"
"上海如晶新型材料有限公司","wujinghuihao@163.com"
"


","wujinghuihao@163.com"
"上海康雀信息技术有限公司","690092158@qq.com"
"


","690092158@qq.com"
"上海智迪广告策划有限公司","787278172@qq.com"
"上海希正机电工贸有限公司","sdk3388@163.com"
"


","sdk3388@163.com"
"上海志德木业有限公司","zhidewood@gmail.com"
"


","zhidewood@gmail.com"
"


","zhidewood@gmail.com"
"上海复伟阀门厂","fw6888@163.com"
"上海惠凯工业传动有限公司","huikai1895@163.com"
"上海星力国际快递公司","xingli_kuaidi@hotmail.com"
"


","xingli_kuaidi@hotmail.com"
"上海茂工阀门有限公司（天津销售处）","sh1107705641@163.com"
"


","sh1107705641@163.com"
"


","sh1107705641@163.com"
"


","sh1107705641@163.com"
"上海帅宝钢铁贸易","lfchunsteel@yahoo.com"
"


","lfchunsteel@yahoo.com"
"


","lfchunsteel@yahoo.com"
"


","lfchunsteel@yahoo.com"
"


","lfchunsteel@yahoo.com"
"上海天立压滤机有限公司","tianlilujun@163.com"
"上海明建路桥有限公司佳宜彩坪中国","426716493@qq.com"
"上海同舟共济生物科技有限公司","tj08@bio-tj.com"
"


","tj08@bio-tj.com"
"上海金霞维修服务公司","jxwx123@126.com"
"福州盈泰自动化科技有限公司（上海分公司）","531025366@QQ.com"
"福州盈泰自动化科技有限公司（上海分公司）","531025366@QQ.com"
"上海钰邦贸易有限公司","sh-skf@qq.com"
"


","sh-skf@qq.com"
"上海恒锋锁具维修服务有限公司","752507566@qq.com"
"上海彩塘实业有限公司","xubibiao@sh163.net"
"钜勋健身器材（上海）有限公司","wanlong@i-bh.cn"
"上海柏童金属丝网有限公司","botong_liu@live.cn"
"上海盛驰电源科技有限公司","w273579995@163.com"
"


","w273579995@163.com"
"上海彩色印刷厂","lq797979@126.com"
"上海欣车汇实业有限公司","benz8891@126.com"
"睿洲网络科技上海有限公司","hr@sh-bokecc.com"
"


","hr@sh-bokecc.com"
"


","hr@sh-bokecc.com"
"上海柏世展泰礼品有限公司","lucy0007@lpw.cn"
"上海台源包装器材有限公司","taiyuansh@126.com"
"上海诚志电力设备安装工程有限公司","shanghaichengzhi@126.com"
"上海锐精机械设备有限公司","228277232@qq.com"
"


","228277232@qq.com"
"上海良泽阀门有限公司","fmlz021@126.com"
"上海良泽阀门有限公司","fmlz021@126.com"
"上海宝汇综合维修服务有限公司","zhang65012952@126.com"
"上海阜达液压气动设备有限公司","foda_china@126.com"
"


","foda_china@126.com"
"


","foda_china@126.com"
"


","foda_china@126.com"
"上海大毅经贸有限公司","lei048@126.com"
"专业维修家电","liumeirong1977@126.com"
"


","liumeirong1977@126.com"
"蒙高(上海)国际贸易有限公司","mongo@vip.163.com"
"


","mongo@vip.163.com"
"上海德畅智能科技有限公司","teican@126.com"
"上海精工阀门厂（集团）公司","jingt9988@126.com"
"上海诚致化工制品有限公司","509945032@qq.com"
"上海艺景木业有限公司","shyijingmy@163.com"
"上海市松江区泗泾镇甘宝窗饰经营部","565837198·qq.com"
"上海荣舟机电有限公司","li.qingyan@rz-gp.com"
"上海博友科教仪器设备有限公司","shboyou@126.com"
"上海百菱喷涂技术工程有限公司","bailing@shblpt.com"
"上海阳光泵业制造有限公司","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"


","feilsky@tom.com"
"上海精城园林绿化工程有限公司","jcyllh@sina.com"
"上海新发门业有限公司","webmaster@shxinfa.com"
"


","webmaster@shxinfa.com"
"上海易修环境工程有限公司","kongtiaobaoyang@163.com"
"上海黄浦区空调维修 清洗加液服务公司","985989766@qq.com"
"上海黄浦区空调维修 清洗加液服务公司","985989766@qq.com"
"


","985989766@qq.com"
"


","985989766@qq.com"
"上海保运管道设备有限公司","16473792455@qq.com"
"上海保运管道设备有限公司","16473792455@qq.com"
"


","16473792455@qq.com"
"


","16473792455@qq.com"
"上海波昂阀门有限公司","broen@163.com"
"上海科格思过滤材料有限公司21","che_xiaoyan@yahoo.cn"
"上海科格思除尘滤袋有限公司","lsf0219@kegesi.com.cn"
"上海灿森化工有限公司销售总部","xiaoyishang520@126.com"
"上海灿森化工有限公司销售总部","xiaoyishang520@126.com"
"上海庆泽五金机电有限公司","sh7-up@163.com"
"上海雨路人风水工艺品公司","dashi2@yahoo.cn"
"上海劲成实业有限公司","shjclijun@163.com"
"上海长扬流体控制设备有限公司","tdamg@hotmail.com"
"上海彭拓环保设备有限公司","shpengtuo02@163.com"
"上海旭展投资管理有限公司","haixiaojuan08@163.com"
"上海宝卓钢铁贸易发展有限公司","bz-steel@hotmail.com"
"


","bz-steel@hotmail.com"
"


","bz-steel@hotmail.com"
"


","bz-steel@hotmail.com"
"上海威炼机电设备有限公司","1906322237@qq.com"
"上海豪威塑业有限公司","shhaowei@yahoo.cn"
"上海豪威塑业有限公司","shhaowei@yahoo.cn"
"上海赛瑞电器维修保养公司","1125618402@qq.com"
"邦奥伟业环保科技有限公司","zhl@51hkq.com"
"上海鄂信特殊钢有限公司","shexin001@sohu.com"
"上海林频仪器股份有限公司","hjsysb@126.com"
"上海济成分析仪器有限公司","eastsen@126.com"
"上海月轩商贸有限公司","1497500117@qq.com"
"


","1497500117@qq.com"
"


","1497500117@qq.com"
"


","1497500117@qq.com"
"上海拯绿环保科技有限公司","savegreen@163.com"
"上海为简电气有限公司","lxysisi@126.COM"
"


","lxysisi@126.COM"
"


","lxysisi@126.COM"
"


","lxysisi@126.COM"
"上海羽邦智能科技有限公司","shpdqhs@sohu.com"
"上海亚津电子科技有限公司","yajinsh@126.com"
"上海亚津电子科技有限公司","yufei@yajinsh.com"
"上海常祥实业有限公司","liuyog@cncun.cn"
"上海康凌汽车用品有限公司","yl.gao@chinatbt.com"
"上海胤旭机电设备有限公司","yinxujidian@163.com"
"上海胤旭机电设备有限公司","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"


","yinxujidian@163.com"
"广州佰灵通数码科技有限公司上海分公司","trade@blt8688.com"
"上海百援建筑防水补漏维修公司","zhoubing654@126.com"
"


","zhoubing654@126.com"
"上海旭笙商贸有限公司","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"


","twinahead@live.com"
"上海惠虎起重设备有限公司","931389078@qq.com"
"上海鸿风涵远商务咨询有限责任公司","nick@hongfengchina.cn"
"上海蚂蚁科技有限公司ANTIMG","antimg@163.com"
"上海蚂蚁科技有限公司ANTIMG","antimg@163.com"
"上海策亚贸易有限公司","gaoqianglijun@163.com"
"


","gaoqianglijun@163.com"
"上海中克动平衡机有限公司","dengkewei10@eyou.com"
"


","dengkewei10@eyou.com"
"上海颖越光电科技有限公司","sales@yygd.cn"
"


","sales@yygd.cn"
"上海典码电子科技有限公司","ldmpenma@163.com"
"上海典码电子科技有限公司","ldmpenma@126.com"
"上海北铭高强度钢材有限公司销售二部","381820781@qq.com"
"上海堪奇压缩机有限公司","sh-kanqi@163.com"
"上海三骋自动化系统有限公司","SCSALES@163.com"
"上海秦王网络科技有限公司","jojo@webqin.net"
"


","jojo@webqin.net"
"


","jojo@webqin.net"
"上海royal(儒雅)电子科技有限公司","royal68@126.com"
"上海ROYAL(儒雅)电子科技有限公司","royal68@126.com"
"


","royal68@126.com"
"上海蓝塞机电设备有限公司","seven_sch@163.com"
"


","seven_sch@163.com"
"


","seven_sch@163.com"
"上海华亿科技贸易有限公司","zhangrong678@126.com"
"


","zhangrong678@126.com"
"


","zhangrong678@126.com"
"


","zhangrong678@126.com"
"


","zhangrong678@126.com"
"


","zhangrong678@126.com"
"


","zhangrong678@126.com"
"


","zhangrong678@126.com"
"


","zhangrong678@126.com"
"上海豪阔服饰有限公司","zhoutao800820@hotmail.com"
"


","zhoutao800820@hotmail.com"
"


","zhoutao800820@hotmail.com"
"


","zhoutao800820@hotmail.com"
"


","zhoutao800820@hotmail.com"
"


","zhoutao800820@hotmail.com"
"上海欧源国际包裹快递有限公司","bbl19850825@163.com"
"上海城新管道疏通清理池化粪池","guandao1998@163.com"
"


","guandao1998@163.com"
"


","guandao1998@163.com"
"


","guandao1998@163.com"
"


","guandao1998@163.com"
"上海达为电子科技有限公司","dav-tech@163.com"
"上海达为电子科技有限公司","dav-tech@163.com"
"上海予商化工有限公司","shys88995@163.com"
"上海予商化工有限公司","shys88995@163.com"
"


","shys88995@163.com"
"上海城新空调制冷设备服务部021-53076995","xinxi739@126.com"
"上海观奇洋服公司","yuyonquan@yahoo.cn"
"上海康波材料科技有限公司","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"


","kangbo002@126.com"
"上海海勃膜结构有限公司","sales@highbird.com.cn"
"上海邦悦工业设备有限公司","bangyue_sh@163.com"
"上海秀休闲服装公司","yq570@163.com"
"上海京锦蓄电池设备有限公司","xudianchi1@163.com"
"上海丹阀流体科技有限公司","danfaliuti@126.com"
"上海新威自动化工程公司","zhouhuimin198524@sohu.com"
"上海楼上楼劳务派遣有限公司","kfb@shsxjy.com"
"


","kfb@shsxjy.com"
"上海龙胜家电维修服务公司","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
"


","lsj20007012@163.com"
